name,year,month,lue,t_opt,t1,t2,t,W
Everglades,2019,5,2.289417496873183,19.620915681703128,0.9999229212692966,0.7734715159831812,27.194621338968286,1.1841879122477506
Everglades,2019,6,2.5087959918602563,19.620915681703128,0.9999229212692966,0.6690634084555788,28.555763504191763,1.5
Everglades,2019,7,2.4469898512431563,19.620915681703128,0.9999229212692966,0.6696319728074649,28.549079862472826,1.4622500392961908
Everglades,2019,8,2.63311510406655,19.620915681703128,0.9999229212692966,0.7022178825951911,28.143195849306043,1.5
Everglades,2019,9,2.4818669918527525,19.620915681703128,0.9999229212692966,0.6900651481123888,28.29541494740255,1.4386283867922638
Everglades,2019,10,2.677861148567463,19.620915681703128,0.9999229212692966,0.7397182328481615,27.65651319401126,1.4480966940184687
Everglades,2019,11,2.802528578074658,19.620915681703128,0.9999229212692966,0.9487492027376022,23.844318841394344,1.1816378192006152
Everglades,2019,12,3.6784826806915514,19.620915681703128,0.9999229212692966,0.9810042953227832,22.550525468560956,1.5
Cairns,2014,1,3.648222745537765,26.105441491957624,0.981349919734834,0.9912235531162353,26.105441491957624,1.5
Cairns,2014,2,3.622152540964465,26.105441491957624,0.981349919734834,0.9842594121925884,25.52029995414467,1.5
Cairns,2014,3,2.892845317644724,26.105441491957624,0.981349919734834,0.9757459287717302,24.993280045673476,1.2084684550252522
Cairns,2014,4,3.5680620490036707,26.105441491957624,0.981349919734834,0.9696492499489404,24.67800999257382,1.5
Cairns,2014,5,3.037530958767192,26.105441491957624,0.981349919734834,0.9152376550609537,22.68810819466964,1.3536264663442164
Cairns,2014,6,3.136856796810656,26.105441491957624,0.981349919734834,0.8532970940227276,21.087288172958406,1.5
Cairns,2014,7,2.243971739034402,26.105441491957624,0.981349919734834,0.8008457871144364,19.953172137668947,1.145245924997835
Cairns,2014,8,2.3999605590243447,26.105441491957624,0.981349919734834,0.8298866463753624,20.56261301816889,1.1806346473959641
Cairns,2014,9,2.1413845575445833,26.105441491957624,0.981349919734834,0.8747385185980241,21.59925634255423,0.998730511527528
Cairns,2014,10,2.1028898570379893,26.105441491957624,0.981349919734834,0.9217290841197899,22.881892247031026,0.9302526837031823
Cairns,2014,11,1.9871659538206297,26.105441491957624,0.981349919734834,0.9659411406420975,24.500701418795902,0.8383607109764822
Cairns,2014,12,2.508295329547491,26.105441491957624,0.981349919734834,0.9926129754501379,26.262071450153705,1.0297918176079046
Cairns,2015,1,3.5505201596369007,27.097180978133412,0.9748013253455925,0.9912235531162353,27.097180978133412,1.4695544853490567
Cairns,2015,2,3.5873504799618154,27.097180978133412,0.9748013253455925,0.9812477352314827,26.308977407339356,1.5
Cairns,2015,3,3.5599250642083087,27.097180978133412,0.9748013253455925,0.9740819018921587,25.895349694754337,1.4996426587824663
Cairns,2015,4,3.014443212899971,27.097180978133412,0.9748013253455925,0.9448236962775579,24.64017296283697,1.3097104708964808
